"File","CountDeclMethodPrivate","AvgLineCode","CountLine","MaxCyclomatic","CountDeclMethodDefault","AvgEssential","CountDeclClassVariable","SumCyclomaticStrict","AvgCyclomatic","AvgLine","CountDeclClassMethod","AvgLineComment","AvgCyclomaticModified","CountDeclFunction","CountLineComment","CountDeclClass","CountDeclMethod","SumCyclomaticModified","CountLineCodeDecl","CountDeclMethodProtected","CountDeclInstanceVariable","MaxCyclomaticStrict","CountDeclMethodPublic","CountLineCodeExe","SumCyclomatic","SumEssential","CountStmtDecl","CountLineCode","CountStmtExe","RatioCommentToCode","CountLineBlank","CountStmt","MaxCyclomaticModified","CountSemicolon","AvgLineBlank","CountDeclInstanceMethod","AvgCyclomaticStrict","PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","CountInput_Max","CountInput_Mean","CountInput_Min","CountOutput_Max","CountOutput_Mean","CountOutput_Min","CountPath_Max","CountPath_Mean","CountPath_Min","MaxNesting_Max","MaxNesting_Mean","MaxNesting_Min","COMM","ADEV","DDEV","Added_lines","Del_lines","OWN_LINE","OWN_COMMIT","MINOR_COMMIT","MINOR_LINE","MAJOR_COMMIT","MAJOR_LINE","HeuBug","HeuBugCount","RealBug","RealBugCount"
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/cjk/CJKTokenizer.java",1,17,321,25,0,4,6,37,4,24,0,5,4,8,104,1,8,32,44,0,10,30,7,114,32,28,40,170,85,0.61,49,125,25,92,2,8,5,80,4,0,4,1,16,4.125,1,17,4.875,1,726,91.625,1,7,2.1,0,10,10,4,346,25,0.579439252336449,0.3,0,4,4,3,"FALSE",0,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/cn/ChineseAnalyzer.java",0,6,76,2,0,1,0,4,1,11,0,4,1,3,35,2,3,4,19,0,2,2,3,12,4,3,15,33,9,1.06,8,24,2,19,0,3,1,0,2,0,5,1,3,2.33333333333333,1,8,4,1,2,1.33333333333333,1,4,1,0,4,4,2,90,13,0.467532467532468,0.75,0,4,2,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/cn/ChineseFilter.java",0,12,102,7,0,4,1,8,4,18,0,2,3,2,38,1,2,6,22,0,2,7,2,21,8,7,15,42,11,0.9,22,26,5,19,4,2,4,16,4,0,2,1,6,4.5,3,6,6,6,6,3.5,1,4,3,0,6,6,4,133,30,0.475728155339806,0.5,0,6,4,2,"FALSE",0,"TRUE",1
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/cn/ChineseTokenizer.java",3,7,180,11,0,2,2,22,2,9,0,0,2,10,48,1,10,19,33,0,9,11,7,55,22,17,29,98,46,0.49,36,75,8,55,1,10,2,79,4,0,3,1,8,3.5,1,11,3.8,1,15,2.6,1,3,0.916666666666667,0,10,10,4,216,36,0.444444444444444,0.3,0,4,4,3,"FALSE",0,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/CompoundWordTokenFilterBase.java",1,6,214,4,0,1,3,22,1,8,3,0,1,15,38,1,15,22,57,11,13,4,3,71,22,18,55,140,61,0.27,36,116,4,94,0,12,1,82,4,2,8,1,15,6.06666666666667,1,21,5.86666666666667,0,4,1.46666666666667,1,6,0.722222222222222,0,7,7,4,245,31,0.710280373831776,0.428571428571429,0,2,4,3,"TRUE",1,"TRUE",4
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/DictionaryCompoundWordTokenFilter.java",0,8,118,10,0,2,0,15,3,15,0,6,3,5,56,1,5,14,16,1,0,11,4,23,14,9,15,52,21,1.08,11,36,10,21,0,5,3,0,5,0,2,1,7,5,2,6,2.8,2,24,5.6,1,6,2.57142857142857,0,3,3,2,123,5,0.923728813559322,0.666666666666667,0,2,2,0,"FALSE",0,"TRUE",1
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/ByteVector.java",0,5,126,2,0,1,1,15,1,6,0,0,1,11,39,1,11,15,22,0,3,2,11,34,15,11,22,67,27,0.58,20,49,2,33,0,11,1,47,1,0,0,2,7,3.09090909090909,2,4,2.27272727272727,1,2,1.36363636363636,1,6,0.857142857142857,0,1,1,1,126,0,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/CharVector.java",0,5,137,2,0,1,1,17,1,5,0,0,1,13,40,1,13,17,26,0,3,2,13,38,17,13,25,76,30,0.53,21,55,2,37,0,13,1,48,1,0,0,3,8,3.53846153846154,0,4,2.30769230769231,1,2,1.30769230769231,1,1,0.4,0,2,2,2,137,0,0.992700729927007,0.5,0,1,2,1,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/Hyphen.java",0,8,70,2,2,1,0,7,1,8,0,0,1,3,28,1,3,4,11,0,3,5,1,17,4,3,10,32,15,0.88,10,25,2,20,0,3,2,0,1,0,0,2,5,3,1,4,4,4,2,1.33333333333333,1,1,0.6,0,3,3,3,71,1,0.971428571428571,0.333333333333333,0,1,3,2,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/Hyphenation.java",0,3,54,1,1,1,0,3,1,6,0,3,1,3,33,1,3,3,7,0,2,1,2,3,3,3,7,14,3,2.36,7,10,1,6,0,3,1,50,1,0,0,1,2,2,2,2,1.33333333333333,1,1,1,1,0,0,0,1,1,1,54,0,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/HyphenationException.java",0,3,32,1,0,1,0,1,1,3,0,0,1,1,22,1,1,1,3,0,0,1,1,1,1,1,3,6,1,3.67,4,4,1,2,0,1,1,0,2,0,0,1,4,4,4,1,1,1,1,1,1,0,0,0,1,1,1,32,0,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/HyphenationTree.java",0,16,476,14,0,2,1,64,4,26,0,10,4,15,187,1,15,57,74,5,4,18,10,174,57,34,74,264,137,0.71,36,211,14,156,0,15,4,80,2,0,5,3,11,3.86666666666667,1,9,4.2,1,85,9.33333333333333,1,6,2.05882352941176,0,5,5,3,482,6,0.985294117647059,0.4,0,1,3,2,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/PatternConsumer.java",0,1,55,1,3,1,0,3,1,7,0,6,1,3,41,1,3,3,6,0,0,1,0,0,3,3,6,7,0,5.86,7,6,1,5,0,3,1,0,0,2,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,55,0,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/PatternParser.java",1,11,524,10,1,1,5,73,3,13,5,2,3,25,91,2,25,67,89,5,7,10,18,263,72,32,87,385,155,0.24,52,242,10,175,0,20,3,87,2,0,3,2,9,3.16,0,14,5.12,1,114,7.68,1,4,1.17857142857143,0,3,3,3,531,7,0.971374045801527,0.333333333333333,0,1,3,3,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/hyphenation/TernaryTree.java",5,11,665,10,1,2,1,84,2,14,6,2,2,33,184,3,33,81,90,2,14,10,25,272,82,60,89,413,234,0.45,77,323,10,241,0,27,3,73,1,1,3,3,12,4.90909090909091,0,12,4.3030303030303,1,44,3.6969696969697,1,3,0.918918918918919,0,4,4,4,672,7,0.986466165413534,0.25,0,1,4,3,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/HyphenationCompoundWordTokenFilter.java",0,11,221,15,0,2,0,23,3,21,3,8,3,8,95,1,8,22,42,1,1,16,7,52,22,13,32,107,35,0.89,20,67,15,44,1,5,3,75,5,0,4,1,10,5.875,1,8,3.25,2,76,10.375,1,6,1.8,0,4,4,3,228,7,0.950226244343891,0.5,0,1,3,2,"FALSE",0,"TRUE",1
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/cz/CzechAnalyzer.java",0,6,220,4,0,1,2,13,1,12,1,5,1,9,89,3,9,13,62,0,4,4,9,58,13,9,38,112,31,0.79,21,69,4,54,0,8,1,74,2,0,11,1,6,3.33333333333333,1,11,4.11111111111111,1,4,1.44444444444444,1,2,0.642857142857143,0,12,12,4,326,61,0.413636363636364,0.333333333333333,0,4,4,4,"FALSE",0,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanAnalyzer.java",0,5,247,3,0,1,2,14,1,11,1,5,1,12,115,3,12,14,60,0,5,3,12,52,14,12,43,112,33,1.03,24,76,3,60,0,11,1,75,2,1,12,1,8,3.08333333333333,1,13,4.16666666666667,1,3,1.16666666666667,1,3,0.352941176470588,0,13,13,4,346,49,0.412955465587045,0.384615384615385,0,4,4,3,"TRUE",1,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanStemFilter.java",0,6,99,4,0,1,0,11,2,9,0,2,2,5,41,1,5,9,18,0,3,6,5,19,9,5,17,47,14,0.87,11,31,4,21,0,5,2,46,4,0,2,1,4,2.6,1,7,3.4,1,4,1.8,1,3,1.42857142857143,0,6,6,5,128,29,0.646464646464647,0.333333333333333,0,4,5,2,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/de/GermanStemmer.java",6,23,267,14,0,2,0,58,6,31,0,7,6,7,83,1,7,44,13,1,2,23,0,110,44,12,17,173,105,0.48,11,122,14,77,0,7,8,78,1,0,0,1,4,2.42857142857143,2,12,6.28571428571429,4,49,11.4285714285714,2,3,2.22222222222222,1,4,4,4,278,11,0.936329588014981,0.25,0,1,4,3,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/el/GreekAnalyzer.java",0,5,163,2,0,1,2,8,1,10,1,4,1,7,67,3,7,8,47,0,4,2,7,33,8,7,32,81,17,0.83,16,49,2,39,0,6,1,71,2,0,9,1,5,2.85714285714286,1,10,4.14285714285714,1,2,1.14285714285714,1,2,0.416666666666667,0,13,13,4,423,219,0.361963190184049,0.384615384615385,0,4,4,1,"TRUE",1,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/el/GreekLowerCaseFilter.java",1,18,116,23,0,1,0,27,9,26,0,14,2,3,64,1,3,6,13,0,1,23,2,44,27,3,13,65,19,0.98,18,32,3,25,3,3,9,33,4,0,1,1,4,2.66666666666667,2,5,3.66666666666667,2,10,4.66666666666667,1,2,1.4,0,6,6,4,148,32,0.612068965517241,0.5,0,3,4,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianAnalyzer.java",0,6,220,2,1,1,3,10,1,12,2,6,1,9,103,3,9,10,47,0,4,2,8,41,10,9,42,97,28,1.06,20,70,2,55,0,7,1,100,2,0,12,1,8,3.22222222222222,1,12,4.55555555555556,1,2,1.11111111111111,1,2,0.5,0,9,9,4,319,52,0.668181818181818,0.333333333333333,0,3,4,1,"FALSE",0,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianNormalizationFilter.java",0,7,53,2,0,1,0,3,2,7,0,0,2,2,21,1,2,3,13,0,2,2,2,9,3,2,11,24,7,0.88,8,18,2,14,0,2,2,0,4,0,2,1,5,4,3,6,5.5,5,2,1.5,1,1,0.75,0,5,5,3,60,7,0.905660377358491,0.6,0,2,3,1,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fa/PersianNormalizer.java",0,14,101,8,0,1,9,10,5,23,0,8,3,2,45,1,2,5,13,1,0,8,1,32,10,2,14,41,17,1.1,16,31,3,25,1,2,5,50,1,0,0,1,12,8,4,3,2.5,2,6,4,2,2,1.75,1,2,2,2,109,8,0.861386138613861,0.5,0,2,2,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/ElisionFilter.java",0,9,110,6,0,2,1,12,2,12,0,2,2,5,39,1,5,11,23,1,2,7,4,32,11,9,24,60,24,0.65,12,48,6,36,0,5,2,40,4,0,2,1,5,3.2,2,7,5,1,9,2.8,1,5,2.25,0,7,7,4,166,56,0.518181818181818,0.428571428571429,0,4,4,2,"TRUE",1,"TRUE",1
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchAnalyzer.java",0,5,255,2,0,1,2,12,1,11,1,6,1,11,118,3,11,12,71,0,5,2,11,61,12,11,42,119,29,0.99,22,71,2,57,0,10,1,72,2,0,12,1,6,2.72727272727273,1,12,4.09090909090909,1,2,1.09090909090909,1,1,0.2,0,14,14,4,347,43,0.356862745098039,0.357142857142857,0,5,4,2,"TRUE",1,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchStemFilter.java",0,6,95,4,0,1,0,11,2,8,0,2,2,5,38,1,5,9,20,0,3,6,5,19,9,5,19,44,14,0.86,13,33,4,23,0,5,2,46,4,0,2,1,4,2.6,1,7,3.6,1,4,1.8,1,3,1.42857142857143,0,5,5,4,118,23,0.610526315789474,0.4,0,5,4,1,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/fr/FrenchStemmer.java",19,22,710,19,0,3,0,145,6,30,0,7,5,20,196,1,20,100,65,1,8,21,0,289,117,66,69,454,234,0.43,63,303,15,202,1,20,7,76,1,0,0,1,13,5.1,2,19,5.7,1,44,8.1,1,5,2.86363636363636,0,4,4,4,731,21,0.922535211267606,0.25,0,1,4,5,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/EmptyTokenStream.java",0,3,35,1,0,1,0,1,1,3,0,0,1,1,19,1,1,1,7,0,0,1,1,1,1,1,6,10,1,1.9,6,7,1,5,0,1,1,0,3,0,0,1,0,0,0,1,1,1,1,1,1,3,0.75,0,4,4,4,50,15,0.828571428571429,0.25,0,2,4,2,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/PatternAnalyzer.java",5,9,490,7,2,2,7,65,3,14,3,4,3,18,166,4,18,53,95,0,18,10,11,177,53,30,85,280,109,0.59,55,194,7,141,0,15,4,69,3,0,8,1,10,4.44444444444444,1,12,4.38888888888889,1,20,4.11111111111111,1,3,1.17391304347826,0,2,2,1,490,0,0.661224489795918,1,0,3,1,6,"FALSE",0,"TRUE",1
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/PrefixAndSuffixAwareTokenFilter.java",0,5,79,1,0,1,0,8,1,5,0,0,1,8,22,3,8,8,15,0,1,1,8,20,8,8,14,44,14,0.5,13,28,1,19,0,8,1,33,3,0,2,2,5,2.375,1,5,2.625,1,1,1,1,0,0,0,6,6,4,96,17,0.835443037974684,0.333333333333333,0,3,4,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/PrefixAwareTokenFilter.java",3,8,195,5,0,1,0,21,2,9,0,0,2,12,33,1,12,21,47,0,17,5,9,73,21,15,44,134,70,0.25,28,114,5,92,0,12,2,76,3,2,8,1,9,4,1,18,7.16666666666667,1,6,1.91666666666667,1,3,0.928571428571429,0,6,6,4,229,34,0.528205128205128,0.333333333333333,0,3,4,2,"FALSE",0,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/miscellaneous/SingleTokenTokenStream.java",0,5,72,2,0,1,0,6,1,5,0,0,1,5,20,1,5,6,17,0,3,2,5,16,6,5,15,39,14,0.51,13,29,2,22,0,5,1,46,3,0,3,1,8,3.2,1,6,3,1,2,1.2,1,1,0.428571428571429,0,8,8,4,136,64,0.597222222222222,0.5,0,3,4,2,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/ngram/EdgeNGramTokenFilter.java",0,6,159,7,0,2,3,23,2,7,1,1,2,9,45,4,11,22,38,1,10,8,10,46,22,18,30,95,39,0.47,21,69,7,50,0,10,2,75,4,2,3,1,16,3.36363636363636,0,10,3.27272727272727,1,8,2.27272727272727,0,3,0.882352941176471,0,8,8,4,244,85,0.628930817610063,0.375,0,4,4,0,"FALSE",0,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/ngram/EdgeNGramTokenizer.java",1,4,233,5,0,1,3,26,2,8,1,3,2,15,86,4,17,26,51,0,11,5,16,55,26,21,41,117,46,0.74,31,87,5,64,0,16,2,87,4,2,4,1,11,3.52941176470588,0,12,2.88235294117647,1,8,1.70588235294118,0,1,0.272727272727273,0,14,14,5,292,59,0.446351931330472,0.357142857142857,0,3,5,5,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/ngram/NGramTokenFilter.java",0,11,107,6,0,2,2,11,3,14,0,3,3,4,32,1,4,11,23,0,8,6,4,32,11,9,21,65,29,0.49,12,50,6,38,0,4,3,62,4,0,2,1,13,6.25,0,11,5.5,2,8,3.5,1,3,1.66666666666667,0,7,7,4,161,54,0.551401869158878,0.428571428571429,0,3,4,1,"TRUE",1,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/ngram/NGramTokenizer.java",1,7,151,5,0,1,2,15,2,10,0,3,2,9,50,1,9,15,35,0,9,5,8,46,15,12,31,88,39,0.57,18,70,5,54,0,9,2,80,4,0,3,1,11,4.66666666666667,1,13,3.88888888888889,1,8,2.11111111111111,1,2,0.636363636363636,0,12,12,5,183,32,0.490066225165563,0.333333333333333,0,3,5,3,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/nl/DutchAnalyzer.java",0,6,268,3,0,1,2,18,1,12,1,5,1,13,117,3,13,18,62,0,6,3,13,68,18,13,46,135,45,0.87,23,91,3,71,0,12,1,72,2,1,11,1,9,3.69230769230769,1,12,4,1,3,1.38461538461538,1,3,0.5,0,11,11,4,364,44,0.335820895522388,0.363636363636364,0,6,4,1,"TRUE",1,"TRUE",3
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/nl/DutchStemFilter.java",0,5,113,4,0,1,0,14,2,8,0,3,2,7,48,1,7,12,23,0,3,6,7,23,12,7,22,52,18,0.92,13,40,4,27,0,7,2,52,4,0,2,1,6,2.85714285714286,1,7,3,1,4,1.71428571428571,1,3,1.22222222222222,0,5,5,4,139,25,0.447368421052632,0.4,0,5,4,3,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/nl/DutchStemmer.java",16,15,407,12,1,2,0,114,4,18,0,2,4,18,84,1,18,63,50,0,5,18,1,204,79,40,54,289,138,0.29,35,192,11,129,0,18,6,86,1,0,0,1,7,3.33333333333333,2,21,5.33333333333333,1,24,4.77777777777778,1,3,1.5,0,4,4,4,429,22,0.85012285012285,0.25,0,1,4,6,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/AbstractEncoder.java",0,3,31,1,0,1,0,1,1,3,0,0,1,1,20,1,1,1,4,0,0,1,1,1,1,1,4,7,1,2.86,4,5,1,3,0,1,1,0,1,3,1,2,2,2,2,2,2,2,1,1,1,3,0.75,0,3,3,3,32,1,0.548387096774194,0.333333333333333,0,2,3,1,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/DelimitedPayloadTokenFilter.java",0,10,86,5,0,2,1,7,2,12,0,2,2,3,34,1,3,7,20,1,4,5,2,23,7,6,20,45,18,0.76,8,38,5,30,0,3,2,40,4,0,4,1,9,6.66666666666667,4,7,5.66666666666667,3,7,3,1,3,1.8,0,4,4,4,115,29,0.930232558139535,0.25,0,1,4,3,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/FloatEncoder.java",0,7,37,1,0,1,0,1,1,7,0,1,1,1,23,1,1,1,7,0,0,1,1,5,1,1,7,11,2,2.09,4,9,1,7,0,1,1,0,2,0,2,2,3,3,3,5,5,5,1,1,1,0,0,0,4,4,3,39,2,0.972972972972973,0.5,0,1,3,1,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/IdentityEncoder.java",0,5,57,2,0,1,0,4,1,6,0,1,1,3,25,1,3,4,13,0,2,2,3,10,4,3,13,24,5,1.04,10,18,2,13,0,3,1,50,2,0,1,2,4,2,1,4,2.66666666666667,1,2,1.33333333333333,1,1,0.6,0,1,1,1,57,0,1,1,0,1,1,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/IntegerEncoder.java",0,7,37,1,0,1,0,1,1,7,0,1,1,1,23,1,1,1,8,0,0,1,1,5,1,1,8,11,2,2.09,4,10,1,8,0,1,1,0,2,0,3,2,3,3,3,5,5,5,1,1,1,0,0,0,2,2,2,38,0,1,0.5,0,1,2,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/NumericPayloadTokenFilter.java",0,8,61,3,0,1,0,4,2,8,0,0,2,2,21,1,2,4,16,0,4,3,2,11,4,2,15,31,10,0.68,9,25,3,20,0,2,2,0,4,0,4,1,6,5.5,5,9,7,5,3,2,1,2,1.5,0,5,5,4,81,20,0.737704918032787,0.4,0,2,4,2,"TRUE",1,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/PayloadEncoder.java",0,1,40,1,2,1,0,2,1,4,0,3,1,2,29,1,2,2,5,0,0,1,0,0,2,2,5,6,0,4.83,5,5,1,4,0,2,1,0,0,4,1,0,2,1,0,1,1,1,1,1,1,0,0,0,2,2,2,42,2,0.95,0.5,0,2,2,0,"FALSE",0,"FALSE",0
"contrib/analyzers/common/src/java/org/apache/lucene/analysis/payloads/PayloadHelper.java",0,3,74,1,0,1,0,7,1,6,7,2,1,7,35,1,7,7,9,0,0,1,7,12,7,7,9,29,11,1.21,10,20,1,12,0,0,1,0,1,0,0,1,6,4.28571428571429,3,3,2.14285714285714,1,1,1,1,0,0,0,2,2,2,76,2,0.972972972972973,0.5,0,1,2,1,"FALSE",0,"FALSE",0
