File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBug
lucene/backwards/src/test/org/apache/lucene/document/TestDateTools.java,1,22,198,4,0,1,0,9,2,26,0,4,2,6,41,1,6,9,37,0,0,4,5,118,9,6,37,144,86,0.28,34,123,4,112,3,6,2,0,4,0,2,1,8,3.833333333,0,9,6.333333333,4,8,2.166666667,1,1,0.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/document/TestDocument.java,2,19,279,5,0,1,0,19,2,25,0,4,2,9,55,1,9,19,57,0,2,5,7,144,19,9,55,193,105,0.28,38,160,5,140,2,9,2,88,3,0,17,1,8,4.444444444,0,21,8.333333333,2,5,2.444444444,1,2,0.818181818,0,0,0,0,0,0,0.992831541,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/document/TestNumberTools.java,1,10,81,3,0,1,0,10,3,14,1,2,3,4,24,1,4,10,11,0,0,3,3,29,10,4,15,45,24,0.53,12,39,3,28,1,3,3,0,3,0,1,1,6,2,0,6,3.75,1,3,2.5,2,2,1.5,1,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/DocHelper.java,1,5,251,2,0,1,56,6,1,9,5,4,1,5,48,1,5,6,91,0,1,2,4,127,6,5,81,170,57,0.28,35,138,2,121,0,0,1,99,1,0,14,1,21,10.2,2,7,3.4,1,2,1.2,1,7,1.25,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/MockIndexInput.java,0,5,64,3,0,1,0,7,1,5,0,0,1,5,18,1,5,7,20,2,3,3,3,16,7,5,16,37,10,0.49,9,26,3,19,0,5,1,60,3,0,0,1,6,2.8,0,3,1.4,0,2,1.2,1,1,0.428571429,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestAddIndexesNoOptimize.java,6,20,538,3,0,1,0,30,2,28,0,3,2,17,88,1,17,30,85,0,0,3,11,302,30,17,94,361,247,0.24,94,341,3,310,4,17,2,0,3,0,16,1,14,4.058823529,0,18,11.11764706,3,4,1.882352941,1,1,0.684210526,0,0,0,0,0,0,0.994423792,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestAtomicUpdate.java,1,8,205,4,2,1,2,22,2,10,0,0,2,12,31,5,12,21,53,0,7,4,9,80,21,17,52,139,68,0.22,35,120,4,96,1,12,2,62,3,2,18,1,9,3.166666667,0,20,5.166666667,0,3,1.666666667,1,3,1.055555556,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestBackwardsCompatibility.java,7,19,654,12,0,1,2,67,3,24,1,2,3,21,106,2,21,61,154,0,1,13,14,335,61,29,154,450,234,0.24,98,388,12,327,3,20,3,90,3,0,26,2,11,4.761904762,0,32,9.80952381,1,72,6.80952381,1,4,1.291666667,0,0,0,0,0,0,0.967889908,0,0,1,0,2,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestCheckIndex.java,0,27,101,3,0,1,0,5,2,32,0,1,2,2,18,1,2,4,26,0,0,3,2,48,4,2,26,68,37,0.26,15,63,3,58,4,2,3,0,3,0,18,1,24,13,2,26,15.5,5,4,2.5,1,1,0.75,0,0,0,0,0,0,0.99009901,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestCompoundFile.java,8,17,652,3,2,1,0,40,2,24,3,4,2,23,117,1,23,39,123,0,1,3,13,312,39,23,108,423,249,0.28,113,357,3,316,2,20,2,43,3,0,9,1,9,2.869565217,0,14,5.826086957,1,4,1.826086957,1,1,0.6,0,0,0,0,0,0,1,0,0,1,0,0,TRUE
lucene/backwards/src/test/org/apache/lucene/index/TestConcurrentMergeScheduler.java,0,18,234,6,0,2,1,21,3,23,0,1,3,6,63,2,6,19,43,0,2,6,6,84,19,9,48,127,69,0.5,44,117,6,96,3,6,4,16,3,0,15,1,5,2.833333333,1,22,10.83333333,1,9,3.833333333,1,4,2.444444444,0,0,0,0,0,0,0.987179487,0,0,1,0,2,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestCrash.java,3,9,186,3,0,1,0,12,1,14,0,3,1,10,49,1,10,12,45,0,0,3,7,69,12,10,46,101,45,0.49,36,91,3,78,2,10,1,0,3,0,12,1,8,2,0,13,7.7,3,4,1.3,1,1,0.25,0,0,0,0,0,0,0.908602151,0,0,2,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestDeletionPolicy.java,3,23,737,12,0,1,0,74,4,30,0,3,4,20,116,5,20,72,150,0,13,12,17,372,72,22,171,502,291,0.23,119,462,12,385,4,20,4,70,3,0,26,2,10,4.1,1,25,10.7,2,64,10.05,1,5,1.692307692,0,0,0,0,0,0,0.983717775,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestDirectoryReader.java,1,11,203,3,0,1,0,16,1,13,0,1,1,11,30,1,11,16,52,2,5,3,8,107,16,11,52,147,82,0.2,29,134,3,117,0,11,1,76,3,2,20,1,9,2.909090909,0,13,7,2,4,1.545454545,1,1,0.461538462,0,0,0,0,0,0,0.995073892,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestDocumentWriter.java,0,19,317,5,0,1,0,26,2,24,0,2,2,14,40,5,14,21,75,1,9,8,13,171,21,16,86,229,114,0.17,49,200,5,178,3,14,2,60,3,0,26,2,16,4.142857143,0,19,8.928571429,1,6,1.571428571,1,2,0.5,0,0,0,0,0,0,0.993690852,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestFieldInfos.java,0,14,89,2,0,1,0,4,1,17,0,1,1,3,21,1,3,4,18,1,1,2,2,37,4,3,17,53,29,0.4,16,46,2,41,2,3,1,33,3,0,6,1,4,2,1,13,5.666666667,2,2,1.333333333,1,1,0.6,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestFieldsReader.java,3,11,428,6,0,1,2,42,1,12,0,0,1,28,33,4,28,40,121,1,6,6,24,246,40,30,112,356,191,0.09,40,303,6,260,0,28,2,61,3,0,19,2,14,3.571428571,1,21,4.857142857,1,20,1.928571429,1,3,0.515151515,0,0,0,0,0,0,1,0,0,1,0,0,TRUE
lucene/backwards/src/test/org/apache/lucene/index/TestFilterIndexReader.java,0,7,144,4,0,1,0,16,2,9,1,1,2,9,27,4,9,16,38,0,0,4,9,45,16,13,34,90,35,0.3,27,69,4,49,1,8,2,0,3,0,16,1,3,1.555555556,1,28,5.444444444,1,8,2.222222222,1,2,0.857142857,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexFileDeleter.java,3,24,239,7,0,1,0,20,4,38,1,8,4,5,63,1,5,20,51,0,0,7,2,95,20,7,54,140,73,0.45,36,127,7,107,5,4,4,0,3,0,17,1,7,4.8,3,32,10.4,1,48,18,1,2,1.571428571,0,0,0,0,0,0,0.928870293,0,0,2,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexInput.java,0,37,122,1,0,1,0,2,1,47,0,8,1,2,32,1,2,2,18,0,0,1,2,69,2,2,16,80,32,0.4,14,48,1,45,4,2,1,0,3,0,2,1,1,0.5,0,11,7.5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexReader.java,11,24,1766,22,0,1,0,145,3,31,2,3,3,51,242,1,51,143,319,0,0,23,40,1043,143,54,344,1302,820,0.19,237,1164,22,1019,3,49,3,0,3,0,42,1,18,3.509803922,0,34,11.76470588,1,11524,234.8627451,1,5,0.886792453,0,0,0,0,0,0,0.987542469,0,0,1,0,3,TRUE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexReaderClone.java,3,13,417,4,0,1,0,40,2,15,2,1,2,22,59,1,22,39,106,0,0,4,19,226,39,22,107,303,157,0.19,56,264,4,224,1,20,2,0,3,0,17,1,10,1.363636364,0,13,8.227272727,1,8,2.090909091,1,1,0.583333333,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexReaderCloneNorms.java,9,12,284,4,0,1,1,24,2,14,0,1,2,14,46,2,14,24,83,1,7,4,4,137,24,16,82,200,98,0.23,41,180,4,157,1,14,2,80,3,0,18,1,8,3.357142857,1,17,6,2,3,1.5,1,2,0.705882353,0,0,0,0,0,0,0.98943662,0,0,1,0,2,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexReaderReopen.java,6,18,1251,13,4,1,0,141,2,22,3,1,2,56,87,16,56,127,227,19,7,16,27,727,135,58,260,951,526,0.09,221,786,13,650,3,53,3,92,3,8,28,2,54,3.142857143,0,29,5.607142857,0,672,18.42857143,1,4,0.739726027,0,0,0,0,0,0,0.996802558,0,0,1,0,2,TRUE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexWriter.java,6,20,4599,43,16,1,2,534,3,25,3,1,3,158,572,29,158,496,857,0,40,45,136,2660,503,204,960,3349,2042,0.17,679,3002,43,2487,3,155,3,97,4,2,67,2,23,3.53164557,0,37,10.24683544,0,743178860,4703671.684,1,6,1.207446809,0,0,0,0,0,0,0.984996738,0,0,1,0,4,TRUE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexWriterDelete.java,5,27,801,25,0,2,0,78,3,35,0,2,3,22,91,3,22,73,150,0,3,29,17,464,73,33,156,574,318,0.16,139,474,25,400,5,22,4,0,3,0,18,2,14,3.5,0,31,10.81818182,1,34564,1574.5,1,6,1.538461538,0,0,0,0,0,0,0.997503121,0,0,1,0,2,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexWriterExceptions.java,0,21,219,7,1,2,1,25,4,27,0,1,4,6,24,3,6,23,46,0,5,7,5,110,23,11,47,153,84,0.16,42,131,7,107,4,6,4,50,3,0,10,1,15,6.166666667,4,23,12.33333333,2,48,12.16666667,1,3,1.8,0,0,0,0,0,0,0.98630137,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexWriterLockRelease.java,0,15,92,5,0,1,0,14,4,16,0,0,4,3,23,1,3,13,18,0,1,6,3,30,13,3,17,58,22,0.4,11,39,5,25,1,3,5,0,3,0,4,1,3,2,1,7,4.666666667,3,9,6.333333333,3,3,2.6,2,0,0,0,0,0,0.97826087,0,0,1,0,1,TRUE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexWriterMerging.java,2,19,109,3,0,1,0,8,3,25,0,2,3,3,21,1,3,8,24,0,0,3,1,38,8,3,26,68,28,0.31,20,54,3,45,4,3,3,0,3,0,10,1,8,4.333333333,2,12,10,9,4,3,2,2,1.6,1,0,0,0,0,0,0.981651376,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestIndexWriterReader.java,0,17,889,7,10,1,4,88,2,21,4,2,2,39,87,9,39,84,220,0,17,7,29,513,87,39,229,674,364,0.13,128,593,7,502,2,35,2,74,3,0,23,2,19,3.743589744,0,26,8.461538462,1,48,3.897435897,1,3,0.959183673,0,0,0,0,0,0,0.996625422,0,0,1,0,2,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestLazyBug.java,1,10,128,5,0,1,6,15,2,11,0,0,2,6,20,2,6,14,35,0,0,6,5,58,14,6,38,89,28,0.22,19,66,5,52,0,6,3,80,3,0,13,2,9,3.666666667,0,15,5.333333333,1,5,2.333333333,1,4,1.888888889,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestLazyProxSkipping.java,3,7,195,4,1,1,0,21,2,8,0,0,2,14,31,3,14,21,59,0,7,4,10,68,21,14,55,132,53,0.23,32,108,4,84,0,14,2,63,3,0,20,1,9,2.714285714,0,16,4.214285714,1,8,1.785714286,1,2,0.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestMultiLevelSkipList.java,0,5,169,3,1,1,1,17,1,6,0,0,1,13,32,4,13,17,54,1,3,3,11,49,17,13,46,113,40,0.28,28,86,3,65,0,13,1,25,4,0,16,1,5,2.307692308,1,19,4.153846154,1,4,1.384615385,1,1,0.333333333,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestMultiReader.java,0,9,48,1,0,1,0,2,1,11,0,0,1,2,16,1,2,2,9,1,0,1,1,13,2,2,8,23,11,0.7,9,19,1,16,2,2,1,0,4,0,4,1,4,2.5,1,7,4.5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestNorms.java,7,12,232,4,0,1,1,21,2,14,0,1,2,11,38,2,11,21,62,1,7,4,3,110,21,13,66,164,87,0.23,32,153,4,133,1,11,2,75,3,0,14,1,8,3.818181818,1,15,6.181818182,2,3,1.636363636,1,2,0.857142857,0,0,0,0,0,0,0.987068966,0,0,1,0,2,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestNRTReaderWithThreads.java,0,21,115,6,0,1,0,12,4,23,0,2,4,3,22,2,3,12,37,0,8,6,3,56,12,3,39,86,39,0.26,8,78,6,64,0,3,4,100,3,0,8,1,6,4.666666667,3,18,12.33333333,3,32,12.66666667,1,3,1.833333333,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestOmitTf.java,1,10,248,3,1,1,2,18,2,15,2,1,2,12,45,2,12,18,71,0,1,3,10,111,18,12,73,156,85,0.29,48,158,3,138,2,10,2,61,3,0,16,1,5,2.25,0,19,7,0,4,1.666666667,1,1,0.4,0,0,0,0,0,0,0.983870968,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestParallelReader.java,5,15,294,2,0,1,0,16,1,17,0,0,1,13,27,1,13,16,85,1,2,2,7,173,16,13,86,226,125,0.12,41,211,2,194,1,13,1,84,3,0,24,1,11,3.461538462,0,17,9.538461538,4,2,1.230769231,1,1,0.333333333,0,0,0,0,0,0,0.972789116,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestParallelReaderEmptyIndex.java,0,32,136,1,0,1,0,2,1,46,0,7,1,2,35,1,2,2,37,0,0,1,2,56,2,2,32,79,32,0.44,22,64,1,61,7,2,1,0,3,0,13,1,5,3,1,17,14.5,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestParallelTermEnum.java,0,45,183,1,0,1,0,3,1,48,0,0,1,3,16,1,3,3,25,2,2,1,1,128,3,3,23,150,117,0.11,17,140,1,136,3,3,1,0,3,0,13,1,4,2.666666667,2,13,9,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestPayloads.java,4,15,586,11,10,1,0,59,2,19,0,2,2,24,76,7,24,59,132,0,19,11,10,283,59,24,148,421,235,0.18,89,383,11,318,2,24,2,50,4,0,22,2,7,4,0,29,6.833333333,1,448,22.25,1,3,1.125,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestPositionBasedTermVectorMapper.java,0,20,105,4,0,1,0,9,3,22,0,2,3,3,22,1,3,9,23,1,4,4,2,44,9,3,27,74,39,0.3,14,66,4,57,1,3,3,41,3,0,3,1,5,3.333333333,1,19,9,2,6,4,1,2,1.6,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestSegmentMerger.java,0,6,60,1,0,1,0,3,1,6,0,0,1,3,19,1,3,3,19,1,7,1,2,20,3,3,18,34,11,0.56,7,29,1,25,0,3,1,47,3,0,7,1,5,3.666666667,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestSegmentReader.java,0,12,199,5,0,1,0,24,2,15,1,1,2,10,34,1,10,19,49,1,3,5,9,98,19,10,54,141,74,0.24,24,128,5,111,0,9,2,56,3,0,15,1,12,4.5,1,15,7.2,1,5,2,1,4,1.333333333,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestSegmentTermDocs.java,1,15,245,4,0,1,0,15,1,18,0,1,1,11,29,1,11,15,42,1,3,4,9,143,15,11,43,185,127,0.16,31,170,4,154,1,11,1,75,3,0,17,1,5,2.181818182,0,20,5.545454545,1,8,1.727272727,1,1,0.307692308,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestSegmentTermEnum.java,2,14,123,2,0,1,0,5,1,21,0,3,1,4,31,1,4,5,24,0,1,2,2,45,5,4,24,71,37,0.44,21,61,2,55,2,4,1,50,3,0,15,1,6,2.75,1,14,8.5,4,2,1.25,1,1,0.5,0,0,0,0,0,0,1,0,0,1,0,0,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestStressIndexing.java,1,8,187,4,1,2,2,22,2,11,0,1,2,10,34,4,10,21,50,0,8,4,8,69,21,15,53,120,59,0.28,33,112,4,89,1,10,2,62,3,2,13,1,7,3,0,10,4.9,0,8,2.5,1,3,1.133333333,0,0,0,0,0,0,0.989304813,0,0,1,0,1,FALSE
lucene/backwards/src/test/org/apache/lucene/index/TestStressIndexing2.java,1,19,658,24,1,2,8,106,4,23,6,1,4,24,63,5,24,96,144,0,11,26,22,370,102,37,167,499,293,0.13,100,460,24,365,2,18,4,86,3,0,19,2,17,5.083333333,0,26,8.125,2,185040,7720.041667,1,5,1.433333333,0,0,0,0,0,0,0.996960486,0,0,1,0,1,FALSE
